seq_id,result,probability
NONHSAT093723.2,mRNA,0.607
NONHSAT093733.2,lncRNA,0.854
NONHSAT094434.2,lncRNA,0.999
NONHSAT094457.2,lncRNA,0.999
NONHSAT094483.2,lncRNA,1.0
NONHSAT094499.2,lncRNA,0.999
NONHSAT095487.2,lncRNA,0.968
NONHSAT095499.2,lncRNA,0.999
NONHSAT095517.2,lncRNA,1.0
NONHSAT095904.2,lncRNA,0.964
NONHSAT096048.2,lncRNA,0.999
NONHSAT096209.2,lncRNA,0.999
NONHSAT096224.2,lncRNA,0.965
NONHSAT096327.2,lncRNA,0.999
NONHSAT096455.2,mRNA,0.984
NONHSAT096501.2,lncRNA,0.999
NONHSAT096551.2,lncRNA,0.999
NONHSAT096623.2,lncRNA,0.941
NONHSAT096639.2,lncRNA,0.611
NONHSAT096698.2,lncRNA,1.0
NONHSAT096877.2,lncRNA,0.999
NONHSAT097101.2,lncRNA,1.0
NONHSAT097236.2,lncRNA,1.0
NONHSAT097391.2,lncRNA,0.998
NONHSAT097395.2,lncRNA,0.999
NONHSAT097417.2,lncRNA,1.0
NONHSAT097487.2,lncRNA,0.998
NONHSAT097599.2,lncRNA,0.795
NONHSAT097640.2,mRNA,0.999
NONHSAT097830.2,lncRNA,0.999
NONHSAT097925.2,lncRNA,0.999
NONHSAT098078.2,lncRNA,0.995
NONHSAT098085.2,lncRNA,0.94
NONHSAT098254.2,lncRNA,1.0
NONHSAT098356.2,lncRNA,0.999
NONHSAT098384.2,lncRNA,0.999
NONHSAT098601.2,mRNA,0.662
NONHSAT098906.2,lncRNA,0.999
NONHSAT099265.2,lncRNA,1.0
NONHSAT099315.2,lncRNA,0.932
NONHSAT099328.2,lncRNA,1.0
NONHSAT099374.2,lncRNA,0.555
NONHSAT099502.2,lncRNA,1.0
NONHSAT099569.2,lncRNA,0.999
NONHSAT099690.2,lncRNA,0.887
NONHSAT099774.2,lncRNA,1.0
NONHSAT099901.2,lncRNA,1.0
NONHSAT100034.2,lncRNA,0.999
NONHSAT100039.2,mRNA,0.995
NONHSAT100098.2,lncRNA,0.999
NONHSAT100131.2,lncRNA,0.999
NONHSAT100149.2,lncRNA,0.958
NONHSAT100161.2,lncRNA,0.999
NONHSAT100404.2,lncRNA,1.0
NONHSAT100440.2,lncRNA,1.0
NONHSAT100569.2,lncRNA,0.999
NONHSAT100669.2,lncRNA,1.0
NONHSAT100755.2,lncRNA,0.995
NONHSAT100836.2,lncRNA,0.999
NONHSAT101033.2,lncRNA,1.0
NONHSAT101043.2,lncRNA,0.999
NONHSAT101071.2,mRNA,0.642
NONHSAT101076.2,lncRNA,1.0
NONHSAT101172.2,lncRNA,0.998
NONHSAT101200.2,lncRNA,1.0
NONHSAT101548.2,lncRNA,0.925
NONHSAT101567.2,lncRNA,0.999
NONHSAT101594.2,lncRNA,0.911
NONHSAT101624.2,lncRNA,1.0
NONHSAT101676.2,lncRNA,0.999
NONHSAT101763.2,mRNA,0.999
NONHSAT101933.2,mRNA,0.999
NONHSAT102075.2,lncRNA,1.0
NONHSAT102122.2,mRNA,1.0
NONHSAT102237.2,mRNA,0.985
NONHSAT102492.2,lncRNA,1.0
NONHSAT102811.2,mRNA,0.533
NONHSAT102833.2,mRNA,0.998
NONHSAT102837.2,lncRNA,0.999
NONHSAT102972.2,lncRNA,0.999
NONHSAT102979.2,lncRNA,0.999
NONHSAT102985.2,mRNA,0.999
NONHSAT103015.2,lncRNA,0.999
NONHSAT103028.2,lncRNA,1.0
NONHSAT103233.2,lncRNA,1.0
NONHSAT103297.2,lncRNA,0.999
NONHSAT103389.2,lncRNA,0.995
NONHSAT103392.2,lncRNA,0.999
NONHSAT103631.2,mRNA,0.999
NONHSAT103681.2,lncRNA,1.0
NONHSAT103842.2,mRNA,0.958
NONHSAT104020.2,lncRNA,0.928
NONHSAT104233.2,mRNA,0.999
NONHSAT104275.2,mRNA,0.935
NONHSAT104828.2,lncRNA,0.999
NONHSAT104904.2,lncRNA,0.999
NONHSAT104967.2,lncRNA,0.999
NONHSAT105037.2,lncRNA,0.999
NONHSAT105076.2,lncRNA,1.0
NONHSAT105154.2,mRNA,0.961
NONHSAT105216.2,lncRNA,0.999
NONHSAT105219.2,lncRNA,0.999
NONHSAT105240.2,lncRNA,0.999
NONHSAT105317.2,lncRNA,0.993
NONHSAT105378.2,lncRNA,0.999
NONHSAT105974.2,mRNA,0.996
NONHSAT105990.2,lncRNA,0.999
NONHSAT106499.2,lncRNA,1.0
NONHSAT106687.2,lncRNA,0.999
NONHSAT106695.2,lncRNA,0.999
NONHSAT106931.2,lncRNA,0.999
NONHSAT107122.2,mRNA,0.999
NONHSAT107183.2,lncRNA,1.0
NONHSAT107271.2,lncRNA,0.999
NONHSAT107432.2,lncRNA,0.999
NONHSAT107570.2,lncRNA,0.999
NONHSAT107591.2,mRNA,0.564
NONHSAT107607.2,lncRNA,0.725
NONHSAT107817.2,mRNA,0.998
NONHSAT107926.2,lncRNA,0.943
NONHSAT108055.2,lncRNA,0.994
NONHSAT108251.2,mRNA,0.999
NONHSAT108401.2,lncRNA,0.916
NONHSAT108768.2,mRNA,0.999
NONHSAT108787.2,lncRNA,0.999
NONHSAT108895.2,lncRNA,1.0
NONHSAT112786.2,lncRNA,1.0
NONHSAT113030.2,lncRNA,1.0
NONHSAT113066.2,lncRNA,0.999
NONHSAT113284.2,lncRNA,0.999
NONHSAT113331.2,lncRNA,0.999
NONHSAT113333.2,lncRNA,0.999
NONHSAT113392.2,mRNA,0.999
NONHSAT113400.2,lncRNA,0.999
NONHSAT113492.2,mRNA,0.984
NONHSAT113570.2,lncRNA,0.999
NONHSAT113820.2,lncRNA,0.999
NONHSAT113824.2,lncRNA,0.994
NONHSAT113906.2,lncRNA,0.981
NONHSAT113949.2,lncRNA,0.864
NONHSAT113996.2,lncRNA,1.0
NONHSAT114143.2,lncRNA,0.555
NONHSAT114154.2,lncRNA,0.957
NONHSAT114203.2,lncRNA,0.976
NONHSAT114312.2,lncRNA,0.999
NONHSAT114344.2,lncRNA,1.0
NONHSAT114358.2,lncRNA,1.0
NONHSAT114369.2,lncRNA,1.0
NONHSAT114451.2,lncRNA,0.997
NONHSAT114493.2,lncRNA,0.999
NONHSAT114510.2,lncRNA,0.998
NONHSAT114594.2,lncRNA,1.0
NONHSAT114673.2,lncRNA,1.0
NONHSAT114886.2,lncRNA,0.988
NONHSAT114938.2,lncRNA,0.999
NONHSAT114944.2,lncRNA,0.999
NONHSAT115000.2,lncRNA,1.0
NONHSAT115174.2,lncRNA,0.999
NONHSAT115250.2,mRNA,0.999
NONHSAT115400.2,lncRNA,0.999
NONHSAT115403.2,mRNA,0.737
NONHSAT115412.2,lncRNA,0.999
NONHSAT115438.2,lncRNA,0.999
NONHSAT115547.2,lncRNA,0.973
NONHSAT115563.2,lncRNA,1.0
NONHSAT115593.2,lncRNA,1.0
NONHSAT115885.2,lncRNA,0.654
NONHSAT116155.2,lncRNA,0.999
NONHSAT116384.2,mRNA,0.946
NONHSAT116420.2,mRNA,0.999
NONHSAT116566.2,lncRNA,0.997
NONHSAT116824.2,lncRNA,0.973
NONHSAT116836.2,mRNA,0.999
NONHSAT116931.2,lncRNA,1.0
NONHSAT117052.2,lncRNA,0.999
NONHSAT117082.2,mRNA,0.999
NONHSAT117382.2,mRNA,1.0
NONHSAT117387.2,lncRNA,0.993
NONHSAT117604.2,lncRNA,0.998
NONHSAT117623.2,mRNA,0.995
NONHSAT117708.2,lncRNA,0.999
NONHSAT117760.2,mRNA,0.997
NONHSAT117872.2,mRNA,0.999
NONHSAT117876.2,lncRNA,0.985
NONHSAT118050.2,lncRNA,0.965
NONHSAT118089.2,mRNA,0.997
NONHSAT118200.2,mRNA,0.999
NONHSAT118298.2,mRNA,0.995
NONHSAT118400.2,lncRNA,0.999
NONHSAT118431.2,lncRNA,0.994
NONHSAT118450.2,mRNA,0.558
NONHSAT118487.2,mRNA,0.999
NONHSAT118506.2,lncRNA,1.0
NONHSAT118625.2,mRNA,0.999
NONHSAT118787.2,lncRNA,1.0
NONHSAT118803.2,mRNA,0.952
NONHSAT118814.2,mRNA,0.999
NONHSAT118891.2,lncRNA,0.624
NONHSAT119221.2,lncRNA,1.0
NONHSAT119325.2,lncRNA,1.0
NONHSAT119399.2,lncRNA,0.999
NONHSAT119547.2,lncRNA,0.999
NONHSAT119561.2,lncRNA,1.0
NONHSAT119982.2,mRNA,0.999
NONHSAT120015.2,lncRNA,1.0
NONHSAT120092.2,lncRNA,0.935
NONHSAT120308.2,mRNA,0.978
NONHSAT120418.2,lncRNA,0.986
NONHSAT120464.2,lncRNA,0.999
NONHSAT120542.2,lncRNA,0.647
NONHSAT120632.2,lncRNA,0.999
NONHSAT120892.2,mRNA,1.0
NONHSAT121068.2,mRNA,0.999
NONHSAT121234.2,lncRNA,1.0
NONHSAT121508.2,mRNA,0.999
NONHSAT121511.2,mRNA,0.999
NONHSAT121589.2,mRNA,0.775
NONHSAT121635.2,lncRNA,0.999
NONHSAT121641.2,lncRNA,0.999
NONHSAT121669.2,lncRNA,0.999
NONHSAT121729.2,lncRNA,0.999
NONHSAT121743.2,lncRNA,1.0
NONHSAT121836.2,lncRNA,1.0
NONHSAT121867.2,lncRNA,1.0
NONHSAT121868.2,lncRNA,1.0
NONHSAT121873.2,lncRNA,1.0
NONHSAT121888.2,lncRNA,1.0
NONHSAT121935.2,lncRNA,0.998
NONHSAT122026.2,lncRNA,0.999
NONHSAT122027.2,lncRNA,0.999
NONHSAT122077.2,lncRNA,1.0
NONHSAT122099.2,lncRNA,1.0
NONHSAT122381.2,mRNA,0.999
NONHSAT122632.2,lncRNA,1.0
NONHSAT122689.2,mRNA,1.0
NONHSAT122696.2,mRNA,0.99
NONHSAT122777.2,mRNA,0.999
NONHSAT122790.2,lncRNA,0.999
NONHSAT122841.2,lncRNA,0.993
NONHSAT122986.2,lncRNA,0.999
NONHSAT123068.2,lncRNA,0.999
NONHSAT123095.2,lncRNA,1.0
NONHSAT123117.2,lncRNA,0.994
NONHSAT123218.2,lncRNA,0.999
NONHSAT123721.2,lncRNA,1.0
NONHSAT123789.2,lncRNA,1.0
NONHSAT123847.2,lncRNA,1.0
NONHSAT123926.2,lncRNA,1.0
NONHSAT124922.2,lncRNA,0.999
NONHSAT124929.2,lncRNA,0.999
NONHSAT125108.2,mRNA,1.0
NONHSAT125115.2,mRNA,0.999
NONHSAT125142.2,mRNA,0.999
NONHSAT125152.2,lncRNA,1.0
NONHSAT125214.2,lncRNA,1.0
NONHSAT125262.2,lncRNA,0.995
NONHSAT125410.2,lncRNA,0.999
NONHSAT125509.2,mRNA,0.999
NONHSAT125717.2,lncRNA,1.0
NONHSAT126038.2,lncRNA,0.997
NONHSAT126072.2,lncRNA,0.997
NONHSAT126132.2,lncRNA,0.867
NONHSAT126195.2,lncRNA,0.999
NONHSAT126219.2,lncRNA,0.999
NONHSAT126237.2,lncRNA,0.999
NONHSAT126416.2,lncRNA,0.992
NONHSAT126461.2,lncRNA,0.999
NONHSAT126683.2,lncRNA,0.998
NONHSAT126698.2,mRNA,0.975
NONHSAT126718.2,lncRNA,0.999
NONHSAT127019.2,lncRNA,1.0
NONHSAT127098.2,lncRNA,0.999
NONHSAT127146.2,lncRNA,1.0
NONHSAT127202.2,mRNA,0.978
NONHSAT127217.2,lncRNA,1.0
NONHSAT127218.2,mRNA,0.999
NONHSAT127313.2,mRNA,0.994
NONHSAT127467.2,mRNA,0.999
NONHSAT127552.2,lncRNA,0.999
NONHSAT127580.2,lncRNA,0.999
NONHSAT127645.2,lncRNA,0.999
NONHSAT127646.2,mRNA,0.952
NONHSAT127655.2,lncRNA,0.999
NONHSAT127694.2,lncRNA,1.0
NONHSAT127707.2,lncRNA,0.999
NONHSAT127775.2,lncRNA,0.999
NONHSAT128023.2,lncRNA,0.999
NONHSAT128376.2,lncRNA,0.999
NONHSAT128383.2,mRNA,0.995
NONHSAT128395.2,lncRNA,0.714
NONHSAT128524.2,lncRNA,0.974
NONHSAT129291.2,mRNA,0.984
NONHSAT129356.2,mRNA,0.996
NONHSAT129576.2,mRNA,0.612
NONHSAT129875.2,lncRNA,1.0
NONHSAT129879.2,lncRNA,0.774
NONHSAT129929.2,mRNA,0.999
NONHSAT130376.2,mRNA,0.999
NONHSAT130422.2,mRNA,0.999
NONHSAT130662.2,lncRNA,1.0
NONHSAT130675.2,lncRNA,1.0
NONHSAT130799.2,mRNA,0.954
NONHSAT130807.2,lncRNA,1.0
NONHSAT131208.2,lncRNA,0.999
NONHSAT131344.2,lncRNA,0.998
NONHSAT131400.2,lncRNA,0.783
NONHSAT131413.2,mRNA,0.668
NONHSAT131436.2,lncRNA,1.0
NONHSAT131480.2,lncRNA,0.954
NONHSAT131490.2,lncRNA,0.999
NONHSAT131638.2,lncRNA,0.993
NONHSAT131752.2,lncRNA,0.999
NONHSAT132002.2,lncRNA,1.0
NONHSAT132593.2,lncRNA,1.0
NONHSAT132663.2,lncRNA,0.987
NONHSAT132786.2,lncRNA,0.999
NONHSAT132794.2,mRNA,0.988
NONHSAT132933.2,lncRNA,0.979
NONHSAT132947.2,lncRNA,0.999
NONHSAT133099.2,mRNA,0.999
NONHSAT133158.2,mRNA,0.892
NONHSAT133160.2,mRNA,0.98
NONHSAT133177.2,mRNA,0.772
NONHSAT133702.2,lncRNA,0.999
NONHSAT133827.2,mRNA,0.999
NONHSAT133918.2,lncRNA,1.0
NONHSAT133974.2,mRNA,0.879
NONHSAT134657.2,lncRNA,1.0
NONHSAT134667.2,lncRNA,0.994
NONHSAT134762.2,lncRNA,0.963
NONHSAT135089.2,lncRNA,0.999
NONHSAT135123.2,lncRNA,0.999
NONHSAT135126.2,lncRNA,1.0
NONHSAT135303.2,lncRNA,0.999
NONHSAT135483.2,lncRNA,1.0
NONHSAT135491.2,mRNA,0.999
NONHSAT135563.2,mRNA,0.664
NONHSAT135635.2,lncRNA,0.98
NONHSAT136084.2,lncRNA,0.999
NONHSAT136536.2,mRNA,0.898
NONHSAT136672.2,lncRNA,1.0
NONHSAT136708.2,lncRNA,0.999
NONHSAT136843.2,lncRNA,1.0
NONHSAT136875.2,lncRNA,1.0
NONHSAT137223.2,lncRNA,1.0
NONHSAT137297.2,lncRNA,0.999
NONHSAT137332.2,mRNA,0.78
NONHSAT137384.2,lncRNA,0.999
NONHSAT137783.2,lncRNA,0.999
NONHSAT137854.2,mRNA,0.998
NONHSAT137894.2,lncRNA,1.0
NONHSAT138038.2,mRNA,0.856
NONHSAT138272.2,lncRNA,0.999
NONHSAT138295.2,lncRNA,0.765
NONHSAT138399.2,lncRNA,1.0
NONHSAT138415.2,lncRNA,0.973
NONHSAT138562.2,lncRNA,0.998
NONHSAT138723.2,lncRNA,0.903
NONHSAT138808.2,lncRNA,1.0
NONHSAT139255.2,mRNA,1.0
NONHSAT139364.2,mRNA,0.973
NONHSAT139372.2,lncRNA,1.0
NONHSAT139455.2,lncRNA,1.0
NONHSAT139486.2,lncRNA,0.977
NONHSAT139564.2,lncRNA,1.0
NONHSAT139566.2,mRNA,1.0
NONHSAT139617.2,lncRNA,1.0
NONHSAT139646.2,lncRNA,0.999
NONHSAT139669.2,lncRNA,0.992
NONHSAT139681.2,lncRNA,0.999
NONHSAT139754.2,lncRNA,0.999
NONHSAT139868.2,lncRNA,0.999
NONHSAT139974.2,mRNA,0.943
NONHSAT140359.2,lncRNA,0.912
NONHSAT140493.2,lncRNA,1.0
NONHSAT140631.2,mRNA,0.947
NONHSAT140663.2,lncRNA,1.0
NONHSAT140664.2,lncRNA,1.0
NONHSAT140674.2,lncRNA,0.999
NONHSAT140724.2,mRNA,0.999
NONHSAT140925.2,mRNA,0.92
NONHSAT141046.2,mRNA,0.999
NONHSAT141562.2,lncRNA,1.0
NONHSAT141642.2,mRNA,0.999
NONHSAT141723.2,lncRNA,1.0
NONHSAT142116.2,lncRNA,0.918
NONHSAT142465.2,lncRNA,0.999
NONHSAT142499.2,lncRNA,0.938
NONHSAT142520.2,lncRNA,0.999
NONHSAT142539.2,lncRNA,1.0
NONHSAT142630.2,lncRNA,0.999
NONHSAT142709.2,lncRNA,0.556
NONHSAT142723.2,lncRNA,1.0
NONHSAT142928.2,lncRNA,1.0
NONHSAT142952.2,lncRNA,0.999
NONHSAT143060.2,lncRNA,1.0
NONHSAT143305.2,lncRNA,1.0
NONHSAT143306.2,lncRNA,0.999
NONHSAT143320.2,lncRNA,1.0
NONHSAT143422.2,lncRNA,0.997
NONHSAT143548.2,lncRNA,1.0
NONHSAT143652.2,lncRNA,0.999
NONHSAT143659.2,mRNA,0.999
NONHSAT143805.2,lncRNA,0.999
NONHSAT143826.2,lncRNA,0.996
NONHSAT143979.2,lncRNA,0.999
NONHSAT144015.2,lncRNA,0.615
NONHSAT144131.2,lncRNA,1.0
NONHSAT144168.2,lncRNA,1.0
NONHSAT144246.2,lncRNA,0.999
NONHSAT144303.2,mRNA,0.623
NONHSAT144445.2,lncRNA,0.998
NONHSAT144758.2,lncRNA,0.999
NONHSAT144808.2,lncRNA,0.997
NONHSAT144968.2,mRNA,0.955
NONHSAT145103.2,mRNA,0.986
NONHSAT145360.2,lncRNA,1.0
NONHSAT145471.2,lncRNA,0.999
NONHSAT145738.2,mRNA,0.539
NONHSAT145767.2,lncRNA,0.997
NONHSAT145940.2,lncRNA,0.999
NONHSAT145951.2,lncRNA,0.999
NONHSAT146072.2,lncRNA,1.0
NONHSAT146383.2,mRNA,0.999
NONHSAT146449.2,lncRNA,0.999
NONHSAT146464.2,lncRNA,1.0
NONHSAT147157.2,mRNA,0.999
NONHSAT147186.2,mRNA,1.0
NONHSAT147206.2,mRNA,0.988
NONHSAT147353.2,lncRNA,1.0
NONHSAT147714.2,lncRNA,0.999
NONHSAT147778.2,mRNA,0.999
NONHSAT147815.2,lncRNA,1.0
NONHSAT147878.2,mRNA,0.999
NONHSAT147936.2,mRNA,0.998
NONHSAT147945.2,mRNA,0.998
NONHSAT148168.2,lncRNA,0.999
NONHSAT148189.1,lncRNA,0.999
NONHSAT148190.1,lncRNA,0.999
NONHSAT148194.1,mRNA,0.78
NONHSAT148333.1,lncRNA,0.999
NONHSAT148347.1,lncRNA,0.999
NONHSAT148391.1,mRNA,1.0
NONHSAT148481.1,mRNA,0.996
NONHSAT148501.1,lncRNA,0.999
NONHSAT148533.1,lncRNA,0.999
NONHSAT148635.1,mRNA,0.999
NONHSAT148707.1,lncRNA,1.0
NONHSAT148763.1,lncRNA,1.0
NONHSAT148842.1,mRNA,0.999
NONHSAT148928.1,lncRNA,1.0
NONHSAT148983.1,lncRNA,0.999
NONHSAT149017.1,lncRNA,1.0
NONHSAT149039.1,lncRNA,0.999
NONHSAT149174.1,lncRNA,0.999
NONHSAT149283.1,lncRNA,1.0
NONHSAT149333.1,lncRNA,0.999
NONHSAT149358.1,lncRNA,1.0
NONHSAT149377.1,lncRNA,0.999
NONHSAT149394.1,lncRNA,0.999
NONHSAT149432.1,lncRNA,0.998
NONHSAT149446.1,lncRNA,0.999
NONHSAT149496.1,mRNA,0.552
NONHSAT149526.1,lncRNA,0.998
NONHSAT149539.1,lncRNA,0.999
NONHSAT149595.1,mRNA,0.653
NONHSAT149732.1,lncRNA,1.0
NONHSAT149745.1,lncRNA,0.987
NONHSAT149827.1,mRNA,0.999
NONHSAT149830.1,mRNA,0.999
NONHSAT149831.1,lncRNA,0.999
NONHSAT149833.1,lncRNA,1.0
NONHSAT149936.1,lncRNA,0.999
NONHSAT150017.1,mRNA,0.999
NONHSAT150045.1,mRNA,0.996
NONHSAT150081.1,lncRNA,1.0
NONHSAT150099.1,lncRNA,1.0
NONHSAT150125.1,lncRNA,0.999
NONHSAT150339.1,lncRNA,0.999
NONHSAT150342.1,lncRNA,0.963
NONHSAT150392.1,lncRNA,1.0
NONHSAT150394.1,lncRNA,0.99
NONHSAT150498.1,lncRNA,0.999
NONHSAT150517.1,lncRNA,1.0
NONHSAT150529.1,lncRNA,0.999
NONHSAT150615.1,mRNA,0.999
NONHSAT150673.1,mRNA,0.999
NONHSAT150695.1,lncRNA,0.919
NONHSAT150715.1,lncRNA,0.999
NONHSAT150770.1,lncRNA,0.997
NONHSAT150771.1,lncRNA,1.0
NONHSAT150815.1,mRNA,0.999
NONHSAT150837.1,lncRNA,1.0
NONHSAT150869.1,lncRNA,0.959
NONHSAT150963.1,mRNA,1.0
NONHSAT151081.1,lncRNA,1.0
NONHSAT151129.1,mRNA,0.999
NONHSAT151157.1,mRNA,0.989
NONHSAT151364.1,lncRNA,1.0
NONHSAT151413.1,lncRNA,1.0
NONHSAT151435.1,lncRNA,1.0
NONHSAT151482.1,lncRNA,1.0
NONHSAT151588.1,lncRNA,1.0
NONHSAT151642.1,lncRNA,1.0
NONHSAT151677.1,lncRNA,1.0
NONHSAT151715.1,lncRNA,0.999
NONHSAT151753.1,lncRNA,0.994
NONHSAT151793.1,lncRNA,1.0
NONHSAT151836.1,lncRNA,0.999
NONHSAT151887.1,lncRNA,1.0
NONHSAT152023.1,lncRNA,1.0
NONHSAT152125.1,lncRNA,0.996
NONHSAT152141.1,lncRNA,1.0
NONHSAT152223.1,lncRNA,1.0
NONHSAT152287.1,mRNA,0.969
NONHSAT152294.1,mRNA,0.999
NONHSAT152340.1,mRNA,0.999
NONHSAT152371.1,lncRNA,1.0
NONHSAT152396.1,lncRNA,1.0
NONHSAT152411.1,lncRNA,0.911
NONHSAT152420.1,lncRNA,1.0
NONHSAT152513.1,lncRNA,1.0
NONHSAT152585.1,mRNA,0.999
NONHSAT152705.1,lncRNA,1.0
NONHSAT152753.1,mRNA,0.999
NONHSAT152959.1,lncRNA,0.999
NONHSAT153040.1,mRNA,1.0
NONHSAT153078.1,lncRNA,1.0
NONHSAT153084.1,lncRNA,1.0
NONHSAT153096.1,mRNA,0.691
NONHSAT153105.1,mRNA,0.979
NONHSAT153126.1,lncRNA,1.0
NONHSAT153131.1,lncRNA,1.0
NONHSAT153142.1,lncRNA,0.999
NONHSAT153156.1,lncRNA,0.999
NONHSAT153352.1,mRNA,0.999
NONHSAT153396.1,lncRNA,1.0
NONHSAT153407.1,lncRNA,0.999
NONHSAT153451.1,lncRNA,1.0
NONHSAT153466.1,lncRNA,0.999
NONHSAT153488.1,lncRNA,0.997
NONHSAT153496.1,lncRNA,0.999
NONHSAT153498.1,lncRNA,1.0
NONHSAT153530.1,lncRNA,1.0
NONHSAT153585.1,lncRNA,0.999
NONHSAT153753.1,lncRNA,1.0
NONHSAT153939.1,lncRNA,1.0
NONHSAT153953.1,lncRNA,1.0
NONHSAT153962.1,lncRNA,1.0
NONHSAT153966.1,lncRNA,1.0
NONHSAT154000.1,lncRNA,0.999
NONHSAT154042.1,lncRNA,1.0
NONHSAT154149.1,lncRNA,1.0
NONHSAT154158.1,mRNA,0.999
NONHSAT154301.1,lncRNA,0.999
NONHSAT154304.1,lncRNA,1.0
NONHSAT154429.1,lncRNA,0.999
NONHSAT154510.1,lncRNA,1.0
NONHSAT154575.1,lncRNA,0.999
NONHSAT154586.1,lncRNA,1.0
NONHSAT154654.1,lncRNA,0.999
NONHSAT154702.1,lncRNA,0.973
NONHSAT154743.1,lncRNA,0.999
NONHSAT154878.1,lncRNA,0.979
NONHSAT154950.1,lncRNA,1.0
NONHSAT155114.1,lncRNA,0.957
NONHSAT155166.1,lncRNA,1.0
NONHSAT155206.1,lncRNA,0.999
NONHSAT155221.1,lncRNA,1.0
NONHSAT155240.1,mRNA,0.998
NONHSAT155291.1,lncRNA,0.655
NONHSAT155418.1,mRNA,0.987
NONHSAT155463.1,lncRNA,1.0
NONHSAT155490.1,lncRNA,0.57
NONHSAT155522.1,lncRNA,1.0
NONHSAT155556.1,lncRNA,1.0
NONHSAT155726.1,mRNA,0.622
NONHSAT155744.1,lncRNA,0.999
NONHSAT155748.1,mRNA,0.999
NONHSAT155770.1,lncRNA,1.0
NONHSAT155849.1,lncRNA,0.999
NONHSAT155856.1,lncRNA,1.0
NONHSAT155922.1,lncRNA,1.0
NONHSAT156079.1,lncRNA,0.999
NONHSAT156230.1,lncRNA,1.0
NONHSAT156265.1,lncRNA,0.998
NONHSAT156270.1,lncRNA,0.999
NONHSAT156282.1,mRNA,0.529
NONHSAT156309.1,lncRNA,1.0
NONHSAT156408.1,lncRNA,1.0
NONHSAT156482.1,lncRNA,0.999
NONHSAT156494.1,lncRNA,1.0
NONHSAT156509.1,lncRNA,1.0
NONHSAT156625.1,mRNA,0.931
NONHSAT156702.1,lncRNA,1.0
NONHSAT156783.1,lncRNA,0.999
NONHSAT156948.1,mRNA,0.997
NONHSAT156988.1,mRNA,0.821
NONHSAT157079.1,lncRNA,0.952
NONHSAT157166.1,lncRNA,1.0
NONHSAT157171.1,lncRNA,0.994
NONHSAT157214.1,lncRNA,0.999
NONHSAT157322.1,lncRNA,0.999
NONHSAT157381.1,lncRNA,1.0
NONHSAT157423.1,lncRNA,0.999
NONHSAT157441.1,lncRNA,0.999
NONHSAT157507.1,lncRNA,0.975
NONHSAT157606.1,lncRNA,1.0
NONHSAT157710.1,lncRNA,0.999
NONHSAT157748.1,lncRNA,0.995
NONHSAT157767.1,mRNA,0.999
NONHSAT157820.1,lncRNA,1.0
NONHSAT157839.1,lncRNA,0.999
NONHSAT157851.1,lncRNA,1.0
NONHSAT158004.1,lncRNA,0.999
NONHSAT158039.1,lncRNA,0.998
NONHSAT158056.1,lncRNA,0.999
NONHSAT158105.1,lncRNA,0.999
NONHSAT158190.1,lncRNA,0.999
NONHSAT158197.1,lncRNA,0.999
NONHSAT158361.1,lncRNA,0.999
NONHSAT158406.1,lncRNA,1.0
NONHSAT158662.1,lncRNA,1.0
NONHSAT158711.1,mRNA,0.955
NONHSAT158809.1,mRNA,0.999
NONHSAT158926.1,lncRNA,0.999
NONHSAT158993.1,lncRNA,1.0
NONHSAT158997.1,lncRNA,1.0
NONHSAT159046.1,lncRNA,0.999
NONHSAT159067.1,lncRNA,0.998
NONHSAT159208.1,mRNA,1.0
NONHSAT159357.1,lncRNA,0.986
NONHSAT159407.1,lncRNA,0.999
NONHSAT159497.1,mRNA,0.999
NONHSAT159509.1,lncRNA,1.0
NONHSAT159578.1,lncRNA,0.999
NONHSAT159650.1,lncRNA,0.999
NONHSAT159683.1,mRNA,0.989
NONHSAT159697.1,lncRNA,1.0
NONHSAT159707.1,lncRNA,0.999
NONHSAT159789.1,lncRNA,1.0
NONHSAT159790.1,lncRNA,1.0
NONHSAT159847.1,lncRNA,1.0
NONHSAT159892.1,mRNA,0.995
NONHSAT159900.1,lncRNA,0.999
NONHSAT160120.1,lncRNA,1.0
NONHSAT160139.1,lncRNA,0.833
NONHSAT160147.1,lncRNA,0.985
NONHSAT160235.1,lncRNA,1.0
NONHSAT160266.1,lncRNA,1.0
NONHSAT160281.1,mRNA,0.933
NONHSAT160282.1,mRNA,0.999
NONHSAT160314.1,lncRNA,1.0
NONHSAT160321.1,lncRNA,0.999
NONHSAT160397.1,lncRNA,1.0
NONHSAT160435.1,lncRNA,0.954
NONHSAT160538.1,lncRNA,1.0
NONHSAT160540.1,lncRNA,0.999
NONHSAT160550.1,lncRNA,1.0
NONHSAT160582.1,lncRNA,1.0
NONHSAT160633.1,lncRNA,0.999
NONHSAT160676.1,lncRNA,1.0
NONHSAT160842.1,lncRNA,1.0
NONHSAT160850.1,lncRNA,1.0
NONHSAT160860.1,lncRNA,1.0
NONHSAT160931.1,lncRNA,1.0
NONHSAT161020.1,lncRNA,0.999
NONHSAT161171.1,lncRNA,0.999
NONHSAT161369.1,lncRNA,0.999
NONHSAT161374.1,lncRNA,0.999
NONHSAT161386.1,lncRNA,0.999
NONHSAT161482.1,lncRNA,0.946
NONHSAT161496.1,lncRNA,1.0
